Order #,Opened,# of Guests,Server,Discount Amount,Amount,Tax,Tip
55,1/6/26 5:32 PM,2,Helen Nguyen,0.00,59.75,4.93,11.95
57,1/6/26 5:41 PM,3,Chris Chau,0.00,67.50,5.57,13.50
58,1/6/26 5:54 PM,2,Helen Nguyen,0.00,46.50,3.83,9.30
59,1/6/26 6:01 PM,1,Default Online Ordering,0.00,56.00,4.62,0.00
61,1/6/26 6:11 PM,1,Default Online Ordering,0.00,36.00,2.96,0.00
60,1/6/26 6:08 PM,2,Helen Nguyen,0.00,63.50,5.25,13.97
62,1/6/26 6:14 PM,4,Chris Chau,0.00,60.00,4.95,14.60
63,1/6/26 6:20 PM,1,Helen Nguyen,0.00,9.50,0.78,1.90
64,1/6/26 6:29 PM,3,Helen Nguyen,0.00,68.50,5.66,13.70
66,1/6/26 6:34 PM,4,Chris Chau,0.00,123.50,10.17,24.70
65,1/6/26 6:33 PM,3,Helen Nguyen,0.00,108.75,8.99,21.75
67,1/6/26 6:37 PM,6,Chris Chau,0.00,121.50,10.02,3.00
68,1/6/26 6:42 PM,5,Helen Nguyen,17.00,145.50,12.01,32.50
69,1/6/26 6:44 PM,3,Chris Chau,0.00,81.00,6.68,16.20
70,1/6/26 6:46 PM,4,Helen Nguyen,7.00,88.98,7.32,19.20
71,1/6/26 6:46 PM,2,Chris Chau,13.00,37.50,3.09,10.10
72,1/6/26 7:09 PM,1,Default Online Ordering,0.00,47.50,3.92,0.00
73,1/6/26 7:12 PM,2,Chris Chau,0.00,60.50,4.99,12.10
74,1/6/26 7:19 PM,2,Helen Nguyen,0.00,37.50,3.09,8.44
76,1/6/26 7:26 PM,1,Tiffanie Nguyen,0.00,32.00,2.64,3.00
75,1/6/26 7:26 PM,8,Helen Nguyen,0.00,213.25,17.60,0.00
79,1/6/26 7:33 PM,4,Chris Chau,0.00,82.00,6.76,15.00
80,1/6/26 7:44 PM,2,Helen Nguyen,0.00,47.50,3.92,9.50
82,1/6/26 7:57 PM,1,Default Online Ordering,0.00,28.00,2.31,0.00
81,1/6/26 7:57 PM,2,Chris Chau,0.00,57.00,4.71,11.40
83,1/6/26 8:02 PM,2,Helen Nguyen,0.00,65.00,5.04,14.30
84,1/6/26 8:07 PM,2,Chris Chau,0.00,35.00,2.88,5.00
77,1/6/26 7:27 PM,1,Tiffanie Nguyen,0.00,23.00,1.90,4.60
86,1/6/26 8:43 PM,1,Chris Chau,0.00,12.00,0.99,0.00
87,1/6/26 8:44 PM,1,Chris Chau,0.00,0.00,0.00,0.00
1,1/7/26 11:00 AM,1,Chris Chau,0.00,39.00,3.21,5.00
2,1/7/26 11:17 AM,2,Chris Chau,14.00,30.00,2.47,9.68
3,1/7/26 11:30 AM,1,Default Online Ordering,0.00,28.00,2.31,0.00
4,1/7/26 11:31 AM,8,Anthony Le,0.00,149.00,12.30,29.80
5,1/7/26 11:40 AM,1,Chris Chau,0.00,32.00,2.64,6.40
6,1/7/26 11:52 AM,2,Chris Chau,0.00,21.50,1.77,4.30
7,1/7/26 11:55 AM,2,Anthony Le,0.00,45.25,3.74,9.05
8,1/7/26 11:55 AM,2,Anthony Le,0.00,57.00,4.69,11.40
10,1/7/26 11:57 AM,1,Anthony Le,0.00,14.00,1.16,2.80
9,1/7/26 11:57 AM,2,Chris Chau,0.00,59.00,4.87,8.00
11,1/7/26 12:00 PM,2,Anthony Le,0.00,40.50,3.34,5.00
12,1/7/26 12:03 PM,3,Chris Chau,0.00,45.50,3.75,8.00
14,1/7/26 12:12 PM,1,Default Online Ordering,0.00,21.00,1.73,0.00
13,1/7/26 12:12 PM,3,Anthony Le,17.00,28.50,2.35,8.00
15,1/7/26 12:25 PM,4,Chris Chau,0.00,72.50,5.98,4.83
16,1/7/26 12:45 PM,2,Anthony Le,0.00,55.50,4.58,9.92
17,1/7/26 12:52 PM,2,Chris Chau,0.00,43.00,3.55,9.46
18,1/7/26 12:54 PM,2,Anthony Le,0.00,40.00,3.30,8.00
19,1/7/26 1:03 PM,1,Chris Chau,0.00,13.00,1.07,2.60
20,1/7/26 1:10 PM,3,Chris Chau,0.00,136.00,11.22,30.00
21,1/7/26 1:12 PM,2,Anthony Le,0.00,41.00,3.38,0.00
22,1/7/26 1:14 PM,3,Anthony Le,0.00,49.25,4.08,9.85
23,1/7/26 1:14 PM,1,Chris Chau,0.00,30.00,2.48,0.00
24,1/7/26 1:23 PM,2,Anthony Le,0.00,36.50,3.02,7.30
25,1/7/26 1:47 PM,1,Default Online Ordering,0.00,24.00,1.98,0.00
26,1/7/26 1:54 PM,1,Anthony Le,0.00,37.50,3.10,5.00
27,1/7/26 1:56 PM,5,Chris Chau,0.00,72.00,5.94,13.14
28,1/7/26 1:57 PM,2,Chris Chau,0.00,65.00,5.36,16.25
29,1/7/26 2:01 PM,2,Anthony Le,0.00,49.50,4.09,9.90
30,1/7/26 2:05 PM,2,Chris Chau,0.00,80.00,6.60,8.80
31,1/7/26 2:16 PM,2,Anthony Le,0.00,53.00,4.38,0.00
32,1/7/26 2:40 PM,1,Chris Chau,0.00,35.00,2.89,8.75
33,1/7/26 2:49 PM,1,Anthony Le,24.00,0.00,0.00,0.00
34,1/7/26 3:02 PM,3,Anthony Le,0.00,91.75,7.58,0.00
35,1/7/26 3:04 PM,2,Chris Chau,0.00,51.50,4.24,10.30
36,1/7/26 3:14 PM,1,Default Online Ordering,0.00,104.00,8.58,0.00
37,1/7/26 3:30 PM,3,Chris Chau,3.50,34.00,2.81,8.25
38,1/7/26 3:35 PM,1,Tiffanie Nguyen,0.00,64.50,5.32,5.00
39,1/7/26 3:44 PM,3,Chris Chau,0.00,22.50,1.86,0.00
40,1/7/26 3:50 PM,2,Anthony Le,0.00,57.00,4.71,11.40
42,1/7/26 4:31 PM,1,Default Online Ordering,0.00,178.50,14.73,0.00
43,1/7/26 4:37 PM,2,Chris Chau,0.00,48.50,4.00,9.70
45,1/7/26 4:58 PM,1,Default Online Ordering,0.00,58.50,4.83,0.00
44,1/7/26 4:53 PM,3,John Mann,0.00,116.50,9.62,21.46
46,1/7/26 5:04 PM,1,John Mann,0.00,26.50,2.19,0.00
47,1/7/26 5:09 PM,2,John Mann,0.00,53.00,4.38,11.66
48,1/7/26 5:20 PM,1,Vi Ngo,0.00,13.00,1.07,1.00
49,1/7/26 5:36 PM,1,Default Online Ordering,0.00,56.00,4.62,0.00
50,1/7/26 5:45 PM,5,Hannah Khong,0.00,145.00,11.95,29.00
51,1/7/26 5:51 PM,4,John Mann,0.00,71.00,5.85,12.20
52,1/7/26 6:12 PM,14,Hannah Khong,0.00,572.74,47.26,108.05
53,1/7/26 6:19 PM,2,John Mann,0.00,42.50,3.51,8.50
54,1/7/26 6:23 PM,2,John Mann,0.00,62.50,5.16,12.50
55,1/7/26 6:25 PM,4,Hannah Khong,0.00,131.49,10.85,26.30
59,1/7/26 6:30 PM,2,Hannah Khong,0.00,66.00,5.45,10.00
60,1/7/26 6:33 PM,2,John Mann,0.00,71.00,5.86,17.75
61,1/7/26 6:46 PM,2,Hannah Khong,0.00,125.50,9.36,27.61
62,1/7/26 6:46 PM,2,Hannah Khong,0.00,51.00,4.21,10.71
64,1/7/26 6:58 PM,1,Default Online Ordering,0.00,102.50,8.46,0.00
63,1/7/26 6:56 PM,2,John Mann,0.00,62.50,5.16,10.00
65,1/7/26 7:10 PM,7,John Mann,0.00,185.50,15.29,38.95
67,1/7/26 7:13 PM,2,John Mann,9.50,25.00,2.06,6.90
66,1/7/26 7:13 PM,2,John Mann,0.00,51.25,4.23,10.25
68,1/7/26 7:28 PM,2,Hannah Khong,0.00,61.00,5.03,8.15
69,1/7/26 7:35 PM,2,John Mann,13.00,45.00,3.71,9.00
71,1/7/26 7:44 PM,2,Hannah Khong,0.00,35.00,2.89,7.00
73,1/7/26 7:51 PM,2,John Mann,0.00,70.50,5.81,5.00
75,1/7/26 7:57 PM,1,Hannah Khong,22.99,0.00,0.00,0.00
83,1/7/26 8:12 PM,1,Default Online Ordering,0.00,29.00,2.39,0.00
81,1/7/26 8:07 PM,2,John Mann,0.00,58.50,4.82,11.70
82,1/7/26 8:08 PM,2,Hannah Khong,0.00,38.50,3.17,5.00
84,1/7/26 8:32 PM,1,Default Online Ordering,0.00,26.50,2.19,0.00
85,1/7/26 8:36 PM,8,John Mann,0.00,152.00,12.54,16.00
86,1/7/26 8:42 PM,2,Hannah Khong,0.00,75.00,6.18,15.00
88,1/7/26 8:44 PM,1,Vi Ngo,0.00,31.00,2.56,0.00
87,1/7/26 8:44 PM,2,Hannah Khong,0.00,48.50,4.00,12.12
89,1/7/26 8:59 PM,1,Default Online Ordering,0.00,77.00,6.35,0.00
1,1/8/26 11:20 AM,3,Felix Phan,0.00,79.00,6.52,0.00
2,1/8/26 11:20 AM,4,Felix Phan,0.00,87.75,7.24,19.30
3,1/8/26 11:22 AM,2,Felix Phan,0.00,49.50,4.08,9.90
4,1/8/26 11:32 AM,2,John Mann,0.00,41.50,3.43,8.30
5,1/8/26 11:47 AM,2,John Mann,0.00,45.00,3.71,9.00
6,1/8/26 11:53 AM,2,John Mann,0.00,26.00,2.14,5.20
7,1/8/26 11:56 AM,4,Felix Phan,0.00,111.00,9.15,22.20
8,1/8/26 12:10 PM,2,John Mann,0.00,112.50,9.28,22.50
9,1/8/26 12:12 PM,2,Felix Phan,0.00,26.00,2.14,2.00
10,1/8/26 12:40 PM,4,John Mann,0.00,78.50,6.48,10.00
12,1/8/26 12:43 PM,1,John Mann,0.00,16.00,1.32,3.52
11,1/8/26 12:43 PM,2,Felix Phan,0.00,74.00,6.10,15.00
13,1/8/26 1:04 PM,2,Felix Phan,0.00,40.00,3.30,8.00
14,1/8/26 1:07 PM,1,Felix Phan,0.00,10.00,0.82,0.00
15,1/8/26 1:11 PM,2,John Mann,0.00,69.00,5.69,15.52
16,1/8/26 1:11 PM,1,John Mann,88.00,0.00,0.00,0.00
17,1/8/26 1:12 PM,2,John Mann,0.00,49.00,4.04,9.80
18,1/8/26 1:38 PM,1,Felix Phan,0.00,15.00,1.24,3.30
19,1/8/26 1:50 PM,2,John Mann,0.00,28.00,2.31,4.00
20,1/8/26 1:56 PM,1,John Mann,0.00,44.00,3.63,11.00
21,1/8/26 2:07 PM,2,Felix Phan,0.00,64.50,5.32,12.90
22,1/8/26 2:08 PM,2,Felix Phan,3.20,28.80,2.38,1.20
23,1/8/26 2:15 PM,2,Felix Phan,0.00,27.00,2.23,5.00
24,1/8/26 2:21 PM,2,Felix Phan,0.00,58.50,4.82,12.87
25,1/8/26 2:26 PM,2,Vi Ngo,0.00,45.00,3.72,9.90
26,1/8/26 2:30 PM,2,Felix Phan,0.00,58.50,4.83,0.00
27,1/8/26 2:43 PM,2,Felix Phan,0.00,48.00,3.95,10.70
28,1/8/26 3:06 PM,1,Felix Phan,0.00,82.50,6.80,7.00
29,1/8/26 3:20 PM,1,Default Online Ordering,0.00,71.00,5.86,0.00
30,1/8/26 3:51 PM,2,John Mann,0.00,61.00,5.04,10.00
31,1/8/26 3:59 PM,1,John Mann,0.00,74.50,6.14,8.38
33,1/8/26 4:29 PM,2,John Mann,0.00,48.50,3.99,10.65
37,1/8/26 5:04 PM,2,John Mann,0.00,49.00,4.05,8.00
39,1/8/26 5:16 PM,1,John Mann,0.00,39.00,3.21,0.00
40,1/8/26 5:18 PM,1,John Mann,0.00,0.00,0.00,0.00
41,1/8/26 5:19 PM,2,John Mann,0.00,100.00,8.26,20.00
43,1/8/26 5:41 PM,3,John Mann,0.00,136.50,11.26,27.30
42,1/8/26 5:41 PM,2,Thomas Cao,0.00,49.50,4.08,0.00
44,1/8/26 5:51 PM,2,John Mann,0.00,45.00,3.71,9.00
45,1/8/26 5:51 PM,2,Thomas Cao,0.00,49.50,4.08,9.90
47,1/8/26 5:56 PM,2,John Mann,0.00,58.00,4.79,9.00
46,1/8/26 5:55 PM,5,Thomas Cao,0.00,161.25,13.32,0.00
48,1/8/26 6:03 PM,2,Thomas Cao,0.00,78.75,6.50,17.32
49,1/8/26 6:05 PM,3,Thomas Cao,0.00,39.50,3.25,9.88
50,1/8/26 6:07 PM,1,Default Online Ordering,0.00,52.00,4.29,0.00
51,1/8/26 6:25 PM,2,John Mann,0.00,30.00,2.47,6.60
52,1/8/26 6:26 PM,2,Thomas Cao,0.00,33.00,2.72,7.42
53,1/8/26 6:47 PM,2,John Mann,0.00,41.50,3.42,6.00
54,1/8/26 6:48 PM,2,John Mann,0.00,50.50,4.16,10.10
55,1/8/26 6:50 PM,3,Thomas Cao,13.00,109.25,9.03,26.90
56,1/8/26 7:07 PM,1,Default Online Ordering,0.00,128.50,10.60,0.00
58,1/8/26 7:11 PM,2,John Mann,0.00,53.50,4.41,10.70
57,1/8/26 7:11 PM,4,Thomas Cao,0.00,129.75,10.72,25.95
59,1/8/26 7:13 PM,3,John Mann,0.00,73.00,6.01,14.60
60,1/8/26 7:16 PM,3,Thomas Cao,5.50,63.98,5.27,10.00
64,1/8/26 7:31 PM,1,Default Online Ordering,0.00,36.00,2.97,0.00
61,1/8/26 7:23 PM,3,John Mann,0.00,47.00,3.88,11.75
63,1/8/26 7:29 PM,2,Thomas Cao,0.00,20.00,1.65,4.40
65,1/8/26 7:33 PM,3,Thomas Cao,0.00,56.00,4.61,10.00
66,1/8/26 7:39 PM,5,Thomas Cao,0.00,133.75,11.04,26.75
68,1/8/26 7:47 PM,2,Thomas Cao,0.00,68.50,5.65,13.70
67,1/8/26 7:46 PM,2,John Mann,0.00,144.50,11.93,28.90
70,1/8/26 8:04 PM,2,John Mann,0.00,15.00,1.24,20.00
69,1/8/26 8:02 PM,5,Thomas Cao,11.10,99.90,8.23,11.76
71,1/8/26 8:17 PM,2,Thomas Cao,0.00,27.00,2.23,5.94
72,1/8/26 8:21 PM,3,John Mann,0.00,42.00,3.46,8.40
73,1/8/26 8:25 PM,2,John Mann,0.00,35.50,2.93,7.99
74,1/8/26 8:31 PM,1,Default Online Ordering,0.00,14.00,1.16,0.00
1,1/9/26 10:50 AM,2,Anthony Le,0.00,43.00,3.55,9.46
2,1/9/26 10:52 AM,1,Anthony Le,0.00,33.50,2.76,6.70
3,1/9/26 10:56 AM,1,Anthony Le,156.00,0.00,0.00,0.00
4,1/9/26 11:14 AM,2,Madelaine Nguyen,0.00,114.00,9.41,22.80
5,1/9/26 11:14 AM,2,Madelaine Nguyen,0.00,69.50,5.73,13.90
6,1/9/26 11:18 AM,2,Anthony Le,0.00,21.50,1.77,4.30
7,1/9/26 11:33 AM,1,Default Online Ordering,0.00,35.00,2.89,0.00
8,1/9/26 11:46 AM,4,Anthony Le,0.00,130.75,10.79,22.88
9,1/9/26 11:50 AM,4,Madelaine Nguyen,0.00,119.50,9.86,23.90
10,1/9/26 11:53 AM,2,Madelaine Nguyen,0.00,22.99,1.89,4.60
11,1/9/26 11:54 AM,2,Anthony Le,0.00,64.50,5.32,13.55
12,1/9/26 11:56 AM,3,Anthony Le,0.00,32.50,2.67,5.27
13,1/9/26 12:01 PM,5,Anthony Le,0.00,129.00,10.66,25.80
14,1/9/26 12:02 PM,2,Madelaine Nguyen,0.00,44.00,3.63,6.00
16,1/9/26 12:21 PM,3,Madelaine Nguyen,0.00,23.50,1.93,5.88
15,1/9/26 12:19 PM,4,Anthony Le,0.00,152.50,12.56,30.50
17,1/9/26 12:24 PM,3,Anthony Le,0.00,39.00,3.22,8.72
18,1/9/26 12:26 PM,2,Madelaine Nguyen,0.00,81.50,6.73,8.00
19,1/9/26 12:37 PM,2,Anthony Le,66.33,0.67,0.04,13.40
20,1/9/26 12:48 PM,2,Madelaine Nguyen,0.00,50.50,4.15,10.10
21,1/9/26 12:48 PM,3,Madelaine Nguyen,0.00,142.50,11.77,35.62
22,1/9/26 12:54 PM,2,Madelaine Nguyen,0.00,66.00,5.45,10.55
23,1/9/26 1:00 PM,2,Anthony Le,0.00,56.25,4.65,12.38
24,1/9/26 1:05 PM,3,Madelaine Nguyen,0.00,49.50,4.09,10.89
25,1/9/26 1:07 PM,4,Madelaine Nguyen,0.00,138.00,11.39,29.44
26,1/9/26 1:22 PM,2,Madelaine Nguyen,0.00,31.50,2.60,6.30
27,1/9/26 1:22 PM,2,Anthony Le,0.00,41.00,3.38,8.20
28,1/9/26 1:24 PM,2,Anthony Le,0.00,27.00,2.23,3.00
29,1/9/26 1:40 PM,2,Madelaine Nguyen,0.00,41.00,3.38,8.20
30,1/9/26 1:45 PM,3,Anthony Le,11.00,92.50,7.64,5.00
31,1/9/26 1:51 PM,2,Madelaine Nguyen,0.00,36.50,3.01,7.30
32,1/9/26 1:52 PM,6,Anthony Le,0.00,170.75,14.11,42.69
33,1/9/26 2:08 PM,1,Default Online Ordering,0.00,65.50,5.41,0.00
35,1/9/26 2:13 PM,2,Anthony Le,0.00,68.75,5.68,15.12
36,1/9/26 2:31 PM,2,Anthony Le,0.00,28.00,2.31,5.60
37,1/9/26 2:36 PM,3,Anthony Le,0.00,96.00,7.92,18.00
38,1/9/26 3:13 PM,2,Anthony Le,0.00,72.75,6.01,16.00
39,1/9/26 3:14 PM,3,Anthony Le,0.00,58.50,4.83,8.34
40,1/9/26 3:24 PM,2,Anthony Le,0.00,42.00,3.47,8.40
42,1/9/26 3:59 PM,2,Madelaine Nguyen,0.00,47.00,3.87,10.00
43,1/9/26 4:08 PM,1,Default Online Ordering,0.00,26.00,2.15,0.00
44,1/9/26 4:08 PM,2,Madelaine Nguyen,0.00,51.50,4.25,11.33
45,1/9/26 4:15 PM,2,Madelaine Nguyen,8.50,20.50,1.69,5.80
46,1/9/26 4:20 PM,2,Madelaine Nguyen,0.00,81.50,6.73,16.30
47,1/9/26 4:21 PM,3,Madelaine Nguyen,0.00,142.50,11.76,28.50
48,1/9/26 4:28 PM,1,Default Online Ordering,0.00,21.50,1.78,5.11
49,1/9/26 4:34 PM,1,Default Online Ordering,0.00,48.50,4.00,0.00
50,1/9/26 4:43 PM,2,Madelaine Nguyen,0.00,39.50,3.25,7.90
51,1/9/26 4:52 PM,1,Default Online Ordering,0.00,34.00,2.81,0.00
52,1/9/26 5:11 PM,2,Felix Phan,0.00,62.75,5.18,13.80
53,1/9/26 5:14 PM,2,Felix Phan,0.00,62.75,5.18,12.55
54,1/9/26 5:22 PM,6,Madelaine Nguyen,0.00,173.50,14.32,34.70
56,1/9/26 5:29 PM,1,Default Online Ordering,0.00,56.00,4.62,0.00
55,1/9/26 5:28 PM,2,Chris Chau,0.00,28.00,2.31,5.60
58,1/9/26 5:36 PM,1,Default Online Ordering,0.00,181.00,14.93,0.00
57,1/9/26 5:34 PM,4,Felix Phan,0.00,54.00,4.45,10.80
59,1/9/26 5:41 PM,2,Chris Chau,0.00,39.00,3.22,8.58
60,1/9/26 5:42 PM,2,Chris Chau,0.00,89.50,7.37,0.00
61,1/9/26 5:42 PM,3,Madelaine Nguyen,0.00,79.00,6.51,15.80
62,1/9/26 5:50 PM,2,Madelaine Nguyen,0.00,64.50,5.33,12.00
63,1/9/26 5:53 PM,2,Felix Phan,0.00,75.00,6.18,16.50
66,1/9/26 5:56 PM,1,Default Online Ordering,0.00,116.00,9.57,0.00
64,1/9/26 5:55 PM,5,Felix Phan,0.00,133.00,10.97,20.00
65,1/9/26 5:56 PM,2,Chris Chau,0.00,52.50,4.33,8.00
68,1/9/26 6:07 PM,1,Default Online Ordering,0.00,38.00,3.14,0.00
70,1/9/26 6:13 PM,1,Default Online Ordering,0.00,36.00,2.97,0.00
67,1/9/26 6:05 PM,4,Chris Chau,0.00,69.00,5.69,13.80
69,1/9/26 6:10 PM,2,Felix Phan,0.00,60.00,4.95,12.00
71,1/9/26 6:14 PM,8,Madelaine Nguyen,0.00,102.00,8.41,6.38
72,1/9/26 6:16 PM,2,Chris Chau,0.00,35.50,2.93,0.00
73,1/9/26 6:18 PM,5,Felix Phan,0.00,98.98,8.15,19.80
75,1/9/26 6:24 PM,1,Default Online Ordering,0.00,78.00,6.44,0.00
74,1/9/26 6:23 PM,4,Madelaine Nguyen,0.00,161.50,13.32,32.30
76,1/9/26 6:24 PM,2,Chris Chau,0.00,37.50,3.09,7.50
77,1/9/26 6:33 PM,2,Felix Phan,0.00,84.50,6.97,16.90
78,1/9/26 6:35 PM,4,Felix Phan,0.00,101.00,8.34,20.20
79,1/9/26 6:46 PM,2,Chris Chau,0.00,41.00,3.38,10.25
80,1/9/26 6:47 PM,4,Felix Phan,0.00,44.00,3.63,9.68
81,1/9/26 6:48 PM,3,Chris Chau,0.00,85.74,7.07,18.86
82,1/9/26 6:53 PM,2,Chris Chau,0.00,77.00,6.36,10.00
83,1/9/26 6:57 PM,5,Felix Phan,0.00,177.50,14.63,35.50
85,1/9/26 7:01 PM,4,Chris Chau,0.00,131.25,10.84,26.25
84,1/9/26 7:01 PM,4,Madelaine Nguyen,0.00,118.00,9.73,29.50
86,1/9/26 7:11 PM,2,Madelaine Nguyen,0.00,72.50,5.98,15.15
87,1/9/26 7:11 PM,4,Felix Phan,0.00,160.50,13.23,32.10
88,1/9/26 7:13 PM,4,Chris Chau,0.00,86.49,7.12,17.30
89,1/9/26 7:16 PM,2,Chris Chau,0.00,54.00,4.45,10.80
90,1/9/26 7:21 PM,4,Felix Phan,0.00,83.25,6.87,18.32
91,1/9/26 7:27 PM,3,Felix Phan,0.00,58.00,4.79,11.60
92,1/9/26 7:39 PM,3,Madelaine Nguyen,0.00,98.00,8.08,19.60
93,1/9/26 7:41 PM,4,Madelaine Nguyen,0.00,105.50,8.70,20.04
95,1/9/26 7:49 PM,2,Felix Phan,0.00,62.00,5.11,12.40
96,1/9/26 7:49 PM,3,Madelaine Nguyen,0.00,72.00,5.94,16.00
97,1/9/26 7:53 PM,2,Chris Chau,0.00,55.00,4.54,11.00
98,1/9/26 7:54 PM,4,Madelaine Nguyen,0.00,129.50,10.69,25.90
100,1/9/26 8:15 PM,1,Default Online Ordering,0.00,52.00,4.29,5.00
99,1/9/26 7:59 PM,2,Chris Chau,5.50,43.00,3.54,10.58
101,1/9/26 8:01 PM,4,Chris Chau,0.00,134.50,11.09,26.90
102,1/9/26 8:06 PM,4,Chris Chau,0.00,131.50,10.85,19.50
103,1/9/26 8:10 PM,2,Chris Chau,0.00,26.50,2.19,8.75
105,1/9/26 8:14 PM,4,Felix Phan,0.00,96.50,7.96,15.00
107,1/9/26 8:24 PM,2,Chris Chau,0.00,70.50,5.82,14.10
108,1/9/26 8:27 PM,4,Felix Phan,13.00,72.99,6.02,17.20
109,1/9/26 8:32 PM,2,Madelaine Nguyen,0.00,45.50,3.75,11.38
110,1/9/26 8:35 PM,2,Felix Phan,0.00,69.50,5.72,15.29
111,1/9/26 8:36 PM,1,Default Online Ordering,0.00,13.00,1.07,0.00
112,1/9/26 8:38 PM,2,Madelaine Nguyen,0.00,89.75,7.41,17.95
113,1/9/26 8:41 PM,2,Felix Phan,0.00,82.50,6.80,18.56
114,1/9/26 8:44 PM,2,Felix Phan,0.00,68.00,5.62,13.60
116,1/9/26 8:51 PM,3,Madelaine Nguyen,0.00,54.25,4.49,12.00
117,1/9/26 8:53 PM,2,Felix Phan,0.00,50.00,4.12,10.00
118,1/9/26 8:57 PM,4,Madelaine Nguyen,0.00,91.00,7.51,0.00
119,1/9/26 9:00 PM,2,Madelaine Nguyen,0.00,27.00,2.23,6.75
120,1/9/26 9:05 PM,4,Chris Chau,0.00,19.00,1.56,3.80
121,1/9/26 9:16 PM,2,Chris Chau,0.00,53.50,4.41,10.70
122,1/9/26 9:25 PM,2,Chris Chau,0.00,61.00,5.03,12.20
123,1/9/26 9:30 PM,3,Felix Phan,0.00,72.50,5.97,5.00
124,1/9/26 9:33 PM,3,Chris Chau,0.00,71.75,5.92,14.35
125,1/9/26 9:46 PM,3,Felix Phan,0.00,61.50,5.07,12.30
1,1/10/26 10:24 AM,2,Helen Nguyen,0.00,38.00,3.13,7.60
2,1/10/26 10:28 AM,2,Madelaine Nguyen,0.00,59.50,4.91,11.90
9001,1/10/26 10:42 AM,4,Helen Nguyen,7.01,111.49,9.17,23.70
3,1/10/26 10:46 AM,1,Madelaine Nguyen,13.00,28.00,2.31,6.00
4,1/10/26 10:57 AM,3,Helen Nguyen,0.00,61.00,5.03,15.25
5,1/10/26 11:01 AM,5,Madelaine Nguyen,0.00,54.00,4.45,8.00
6,1/10/26 11:01 AM,1,Default Online Ordering,0.00,63.50,5.24,0.00
7,1/10/26 11:11 AM,4,Hannah Khong,0.00,86.75,7.17,17.35
8,1/10/26 11:19 AM,2,Hannah Khong,0.00,66.25,5.47,10.00
9,1/10/26 11:20 AM,3,Helen Nguyen,0.00,77.50,6.39,15.50
11,1/10/26 11:25 AM,1,Tiffanie Nguyen,0.00,37.00,3.05,0.00
10,1/10/26 11:22 AM,1,Hannah Khong,7.50,43.00,3.55,12.62
14,1/10/26 11:28 AM,2,Hannah Khong,0.00,51.75,4.28,10.35
13,1/10/26 11:26 AM,10,Madelaine Nguyen,0.00,234.00,19.30,46.80
15,1/10/26 11:29 AM,2,Madelaine Nguyen,0.00,60.50,4.98,12.10
16,1/10/26 11:37 AM,4,Madelaine Nguyen,13.00,56.50,4.66,13.90
17,1/10/26 11:51 AM,3,Hannah Khong,0.00,80.00,6.60,16.00
18,1/10/26 11:55 AM,2,Helen Nguyen,0.00,55.00,4.53,12.10
19,1/10/26 12:07 PM,4,Helen Nguyen,0.00,49.49,4.08,4.00
20,1/10/26 12:20 PM,4,Helen Nguyen,0.00,54.00,4.45,10.80
23,1/10/26 12:27 PM,1,Default Online Ordering,0.00,13.00,1.07,0.00
21,1/10/26 12:25 PM,2,Hannah Khong,0.00,37.50,3.09,0.00
22,1/10/26 12:27 PM,4,Hannah Khong,0.00,69.00,5.69,10.50
24,1/10/26 12:39 PM,1,Tiffanie Nguyen,91.00,0.00,0.00,0.00
25,1/10/26 12:43 PM,3,Madelaine Nguyen,0.00,72.00,5.94,14.40
26,1/10/26 12:44 PM,4,Madelaine Nguyen,0.00,47.50,3.92,9.50
27,1/10/26 12:45 PM,5,Helen Nguyen,0.00,38.50,3.18,10.00
28,1/10/26 12:45 PM,2,Madelaine Nguyen,0.00,68.99,5.69,13.80
29,1/10/26 12:52 PM,2,Hannah Khong,0.00,122.00,10.06,20.00
30,1/10/26 12:53 PM,2,Madelaine Nguyen,0.00,57.00,4.70,9.70
31,1/10/26 12:58 PM,2,Hannah Khong,0.00,41.00,3.38,7.60
32,1/10/26 12:59 PM,5,Hannah Khong,0.00,125.75,10.36,25.15
33,1/10/26 1:04 PM,2,Helen Nguyen,0.00,56.50,4.65,11.30
34,1/10/26 1:08 PM,3,Madelaine Nguyen,0.00,57.00,4.71,11.40
35,1/10/26 1:22 PM,2,Helen Nguyen,7.50,54.75,4.52,12.45
36,1/10/26 1:25 PM,7,Hannah Khong,0.00,148.75,12.28,29.75
37,1/10/26 1:28 PM,2,Helen Nguyen,0.00,36.75,3.04,7.35
38,1/10/26 1:34 PM,4,Madelaine Nguyen,0.00,58.50,4.83,6.00
39,1/10/26 1:38 PM,2,Madelaine Nguyen,0.00,41.00,3.38,8.20
40,1/10/26 1:41 PM,2,Hannah Khong,0.00,24.00,0.99,0.00
41,1/10/26 1:48 PM,2,Madelaine Nguyen,0.00,72.00,5.93,10.00
42,1/10/26 1:54 PM,2,Helen Nguyen,0.00,66.00,5.44,14.52
43,1/10/26 1:59 PM,3,Helen Nguyen,0.00,89.25,7.37,17.85
44,1/10/26 2:04 PM,2,Helen Nguyen,0.00,54.50,4.49,11.99
45,1/10/26 2:06 PM,2,Madelaine Nguyen,0.00,40.00,3.30,5.00
46,1/10/26 2:09 PM,2,Helen Nguyen,0.00,55.00,4.53,11.00
49,1/10/26 2:24 PM,1,Default Online Ordering,0.00,45.50,3.75,0.00
